year,rank,name,first_clean,middle,last,firstlast,gender_guess
1965,AMBASSADOR, James K. Penfield,James,K.,Penfield,James Penfield,male
1965,DEPUTY CHIEF OF MISSION, Valdemar N. L. Johnson,Valdemar,N. L.,Johnson,Valdemar Johnson,male
1965,POLITICAL SECTION, John C. Brooks,John,C.,Brooks,John Brooks,male
1965,ECONOMIC SECTION, Geraldine B. Stibbe,Geraldine,B.,Stibbe,Geraldine Stibbe,female
1965,AMBASSADOR, Chester Bowles,Chester,,Bowles,Chester Bowles,male
1965,DEPUTY CHIEF OF MISSION," Joseph N. Green, Jr.",Joseph,N.,Green,Joseph Green,male
1965,POLITICAL SECTION, L. Douglas Heck,Douglas,Douglas,Heck,Douglas Heck,male
1965,ECONOMIC SECTION, Leonard Weiss,Leonard,,Weiss,Leonard Weiss,male
1965,COMMERCIAL SECTION, James S. Lanigan,James,S.,Lanigan,James Lanigan,male
1965,AGRICULTURAL ATTACHE, John H. Boulware,John,H.,Boulware,John Boulware,male
1965,AID MISSION DIRECTOR, John P. Lewis,John,P.,Lewis,John Lewis,male
1965,CONSULATE GENERAL, Bombay,Bombay,,,Bombay ,unknown
1965,CONSUL GENERAL, Milton C. Rewinkel,Milton,C.,Rewinkel,Milton Rewinkel,male
1965,ECONOMIC SECTION, Jack C. Miklos,Jack,C.,Miklos,Jack Miklos,male
1965,COMMERCIAL SECTION, William J. Drew,William,J.,Drew,William Drew,male
1965,AGRICULTURAL OFFICER, Robert B. Evans,Robert,B.,Evans,Robert Evans,male
1965,CONSULATE GENERAL, Calcutta,Calcutta,,,Calcutta ,unknown
1965,CONSUL GENERAL, William K. Hitchcock,William,K.,Hitchcock,William Hitchcock,male
1965,ECONOMIC SECTION," Alfred L. Atherton, Jr.",Alfred,L.,Atherton,Alfred Atherton,male
1965,COMMERCIAL SECTION, Joseph C. Wilson,Joseph,C.,Wilson,Joseph Wilson,male
1965,CONSULATE GENERAL, Madras,Madras,,,Madras ,unknown
1965,CONSUL GENERAL, Albert B. Franklin,Albert,B.,Franklin,Albert Franklin,male
1965,ECONOMIC SECTION, William C. Nenno,William,C.,Nenno,William Nenno,male
1965,COMMERCIAL SECTION, Richard N. Viets,Richard,N.,Viets,Richard Viets,male
1965,AMBASSADOR, Howard P. Jones,Howard,P.,Jones,Howard Jones,male
1965,DEPUTY CHIEF OF MISSION, Francis J. Galbraith,Francis,J.,Galbraith,Francis Galbraith,male
1965,POLITICAL SECTION, Edward C. Masters,Edward,C.,Masters,Edward Masters,male
1965,ECONOMIC SECTION, Perry Ellis,Perry,,Ellis,Perry Ellis,male
1965,COMMERCIAL SECTION, Paul D. McCusker,Paul,D.,McCusker,Paul McCusker,male
1965,AGRICULTURAL ATTACHE, Carl 0. Winberg,Carl,0.,Winberg,Carl Winberg,male
1965,AID MISSION DIRECTOR, J. Howard Edwards,Howard,Howard,Edwards,Howard Edwards,male
1965,AMBASSADOR, Julius C. Holmes,Julius,C.,Holmes,Julius Holmes,male
1965,DEPUTY CHIEF OF MISSION, Stuart W. Rockwell,Stuart,W.,Rockwell,Stuart Rockwell,male
1965,POLITICAL SECTION, Martin F. Herz,Martin,F.,Herz,Martin Herz,male
1965,ECONOMIC SECTION, James W. Swihart,James,W.,Swihart,James Swihart,male
1965,COMMERICAL SECTION, John K. Hagemann,John,K.,Hagemann,John Hagemann,male
1965,AGRICULTURAL ATTACHE, Tilmer O. Engerbretson,Tilmer,O.,Engerbretson,Tilmer Engerbretson,unknown
1965,AID MISSION DIRECTOR, Howard L. Parsons,Howard,L.,Parsons,Howard Parsons,male
1965,AMBASSADOR, Robert C. Strong,Robert,C.,Strong,Robert Strong,male
1965,DEPUTY CHIEF OF MISSION," J. Wesley Adams, Jr.",Wesley,Wesley,Adams,Wesley Adams,male
1965,POLITICAL SECTION, James E. Akins,James,E.,Akins,James Akins,male
1965,ECONOMIC SECTION, Rupert Prohme,Rupert,,Prohme,Rupert Prohme,male
1965,COMMERCIAL SECTION, Joe Lill,Joe,,Lill,Joe Lill,male
1965,DEPUTY CHIEF OF MISSION, Robert P. Chalker,Robert,P.,Chalker,Robert Chalker,male
1965,POLITICAL SECTION, Irving G. Cheslaw,Irving,G.,Cheslaw,Irving Cheslaw,male
1965,ECONOMIC SECTION, Edward R. O'Connor,Edward,R.,O'Connor,Edward O'Connor,male
1965,AGRICULTURAL ATTACHE, Charalambos S. Stephanides,Charalambos,S.,Stephanides,Charalambos Stephanides,male
1965,AMBASSADOR, Walworth Barbour,Walworth,,Barbour,Walworth Barbour,unknown
1965,DEPUTY CHIEF OF MISSION, William N. Dale,William,N.,Dale,William Dale,male
1965,POLITICAL SECTION," Stephen E. Palmer, Jr.",Stephen,E.,Palmer,Stephen Palmer,male
1965,ECONOMIC SECTION, William M. Kerrigan,William,M.,Kerrigan,William Kerrigan,male
1965,AGRICULTURAL ATTACHE, Voldrus H. Hougen,Voldrus,H.,Hougen,Voldrus Hougen,unknown
1965,AMBASSADOR, G. Frederick Reinhardt,Frederick,Frederick,Reinhardt,Frederick Reinhardt,male
1965,DEPUTY CHIEF OF MISSION," Francis E. Meloy, Jr.",Francis,E.,Meloy,Francis Meloy,male
1965,POLITICAL SECTION, William N. Fraleigh,William,N.,Fraleigh,William Fraleigh,male
1965,ECONOMIC SECTION, Sydney L. W. Mellen,Sydney,L. W.,Mellen,Sydney Mellen,mostly_male
1965,COMMERCIAL SECTION, Theodore J. Hadraba,Theodore,J.,Hadraba,Theodore Hadraba,male
1965,AGRICULTURAL ATTACHE, Robert C. Tetro,Robert,C.,Tetro,Robert Tetro,male
1965,CONSULATE GENERAL, Genoa,Genoa,,,Genoa ,unknown
1965,CONSUL GENERAL, Millan L. Egert,Millan,L.,Egert,Millan Egert,male
1965,ECONOMIC SECTION, Charles H. Pletcher,Charles,H.,Pletcher,Charles Pletcher,male
1965,CONSULATE GENERAL, Milan,Milan,,,Milan ,male
1965,CONSUL GENERAL, Earl T. Crain,Earl,T.,Crain,Earl Crain,male
1965,ECONOMIC SECTION," C. Melvin Sonne, Jr.",Melvin,Melvin,Sonne,Melvin Sonne,male
1965,COMMERCIAL SECTION, Amaldo Berenguer,Amaldo,,Berenguer,Amaldo Berenguer,unknown
1965,US TRADE CENTER, Martin Stahl,Martin,,Stahl,Martin Stahl,male
1965,CONSULATE GENERAL, Naples,Naples,,,Naples ,unknown
1965,CONSUL GENERAL," Homer M. Byington, Jr.",Homer,M.,Byington,Homer Byington,male
1965,DEPUTY PRINCIPAL OFFICER, Alfred P. Dennis,Alfred,P.,Dennis,Alfred Dennis,male
1965,CONSULATE GENERAL, Palermo,Palermo,,,Palermo ,unknown
1965,CONSUL GENERAL, John Ordway,John,,Ordway,John Ordway,male
1965,ECONOMIC SECTION, Charles R. Stout,Charles,R.,Stout,Charles Stout,male
1965,AMBASSADOR, James Wine,James,,Wine,James Wine,male
1965,DEPUTY CHIEF OF MISSION, Leslie L. Rood,Leslie,L.,Rood,Leslie Rood,mostly_female
1965,POLITICAL SECTION, William B. Young,William,B.,Young,William Young,male
1965,ECONOMIC SECTION, Robert B. Oakley,Robert,B.,Oakley,Robert Oakley,male
1965,COMMERCIAL SECTION, G. Michael Bache,Michael,Michael,Bache,Michael Bache,male
1965,DEPUTY CHIEF OF MISSION, Boris H. Klosson,Boris,H.,Klosson,Boris Klosson,male
1965,POLITICAL SECTION, William B. Grant,William,B.,Grant,William Grant,male
1965,ECONOMIC SECTION, Robert E. Rosselot,Robert,E.,Rosselot,Robert Rosselot,male
1965,COMMERCIAL SECTION, Thomas J. Scanlon,Thomas,J.,Scanlon,Thomas Scanlon,male
1965,AMBASSADOR, Edwin O. Reischauer,Edwin,O.,Reischauer,Edwin Reischauer,male
1965,DEPUTY CHIEF OF MISSION, John K. Emmerson,John,K.,Emmerson,John Emmerson,male
1965,POLITICAL SECTION," J. Owen Zurhellen, Jr.",Owen,Owen,Zurhellen,Owen Zurhellen,male
1965,ECONOMIC SECTION, Lawrence C. Vass,Lawrence,C.,Vass,Lawrence Vass,male
1965,COMMERCIAL SECTION," Carney G. Laslie, Jr.",Carney,G.,Laslie,Carney Laslie,male
1965,AGRICULTURAL ATTACHE, Joseph C. Dodson,Joseph,C.,Dodson,Joseph Dodson,male
1965,CONSULATE GENERAL, Kobe.Osako,Kobe.Osako,,,Kobe.Osako ,unknown
1965,CONSUL GENERAL, John L. Stegmaier,John,L.,Stegmaier,John Stegmaier,male
1965,ECONOMIC SECTION, Philip E. Haring,Philip,E.,Haring,Philip Haring,male
1965,COMMERCIAL SECTION, Raymond W. Eiselt,Raymond,W.,Eiselt,Raymond Eiselt,male
1965,CONSULATE GENERAL, Jerusalem,Jerusalem,,,Jerusalem ,unknown
1965,CONSUL GENERAL, Evan M. Wilson,Evan,M.,Wilson,Evan Wilson,male
1965,ECONOMIC SECTION, Joyce R. Hermann,Joyce,R.,Hermann,Joyce Hermann,female
1965,AMBASSADOR, Robert G. Barnes,Robert,G.,Barnes,Robert Barnes,male
1965,DEPUTY CHIEF OF MISSION, Geoffrey W. Lewis,Geoffrey,W.,Lewis,Geoffrey Lewis,male
1965,POLITICAL SECTION, Gabriel J. Paolozzi,Gabriel,J.,Paolozzi,Gabriel Paolozzi,male
1965,ECONOMIC SECTION, Donald B. Calder,Donald,B.,Calder,Donald Calder,male
1965,AGRICULTURAL ATTACHE, Donald L. MacDonald,Donald,L.,MacDonald,Donald MacDonald,male
1965,AID MISSION DIRECTOR, Russell S. McClure,Russell,S.,McClure,Russell McClure,male
1965,AMBASSADOR, William Attwood,William,,Attwood,William Attwood,male
1965,DEPUTY CHIEF OF MISSION, James R. Ruchti,James,R.,Ruchti,James Ruchti,male
1965,POLITICAL SECTION, Philip A. Heller,Philip,A.,Heller,Philip Heller,male
1965,ECONOMIC SECTION, Morris Dembo,Morris,,Dembo,Morris Dembo,male
1965,COMMERCIAL SECTION," Robert L. Ware, Jr.",Robert,L.,Ware,Robert Ware,male
1965,AGRICULTURAL ATTACHE, William R. Hatch,William,R.,Hatch,William Hatch,male
1965,AID MISSION DIRECTOR," William C. Wild, Jr.",William,C.,Wild,William Wild,male
1965,AMBASSADOR, Winthrop G. Brown,Winthrop,G.,Brown,Winthrop Brown,unknown
1965,DEPUTY CHIEF OF MISSION, Edward W. Doherty,Edward,W.,Doherty,Edward Doherty,male
1965,POLITICAL SECTION, Philip C. Habib,Philip,C.,Habib,Philip Habib,male
1965,ECONOMIC SECTION, Floyd L. Whittington,Floyd,L.,Whittington,Floyd Whittington,male
1965,COMMERCIAL SECTION, G.E. Robert Meyer,Robert,Robert,Meyer,Robert Meyer,male
1965,AID MISSION DIRECTOR, Joel Bernstein,Joel,,Bernstein,Joel Bernstein,male
1965,AMBASSADOR, Howard R. Cottam,Howard,R.,Cottam,Howard Cottam,male
1965,DEPUTY CHIEF OF MISSION," John N. Gatch, Jr.",John,N.,Gatch,John Gatch,male
1965,ECONOMIC SECTION, Joseph W. Twinam,Joseph,W.,Twinam,Joseph Twinam,male
1965,AMBASSADOR, William H. Sullivan,William,H.,Sullivan,William Sullivan,male
1965,DEPUTY CHIEF OF MISSION, Emory C. SwanK,Emory,C.,SwanK,Emory SwanK,male
1965,POLITICAL SECTION, William A. Chapin,William,A.,Chapin,William Chapin,male
1965,ECONOMIC SECTION, Edward J. Thrasher,Edward,J.,Thrasher,Edward Thrasher,male
1965,AMBASSADOR, Armin H. Meyer,Armin,H.,Meyer,Armin Meyer,male
1965,DEPUTY CHIEF OF MISSION, Adrian T. Middleton,Adrian,T.,Middleton,Adrian Middleton,male
1965,POLITICAL SECTION, Dayton S. Mak,Dayton,S.,Mak,Dayton Mak,male
1965,ECONOMIC SECTION, Leslie C. Tihany,Leslie,C.,Tihany,Leslie Tihany,mostly_female
1965,COMMERCIAL SECTION, John C. Weisert,John,C.,Weisert,John Weisert,male
1965,AMBASSADOR, Ben H. Brown,Ben,H.,Brown,Ben Brown,male
1965,DEPUTY CHIEF OF MISSION, Russell L. Riley,Russell,L.,Riley,Russell Riley,male
1965,POLITICAL SECTION, E. Jan Nadelman,Jan,Jan,Nadelman,Jan Nadelman,male
1965,ECONOMIC SECTION, Vernon L. Merrill,Vernon,L.,Merrill,Vernon Merrill,male
1965,COMMERCIAL SECTION, Nancy V. Rawls,Nancy,V.,Rawls,Nancy Rawls,female
1965,AID MISSION DIRECTOR, Robert H. Nooter,Robert,H.,Nooter,Robert Nooter,male
1965,AMBASSADOR," E. Allan Lightner, Jr.",Allan,Allan,Lightner,Allan Lightner,male
1965,DEPUTY CHIEF OF MISSION, Hermann F. Eilts,Hermann,F.,Eilts,Hermann Eilts,male
1965,POLITICAL SECTION, James A. May,James,A.,May,James May,male
1965,ECONOMIC SECTION, Henry K. Heuser,Henry,K.,Heuser,Henry Heuser,male
1965,COMMERCIAL SECTION, Nicholas S. Lakas,Nicholas,S.,Lakas,Nicholas Lakas,male
1965,AMBASSADOR, William R. Rivkin,William,R.,Rivkin,William Rivkin,male
1965,DEPUTY CHIEF OF MISSION, Joseph H. Cunningham,Joseph,H.,Cunningham,Joseph Cunningham,male
1965,POLITICAL SECTION, Oliver M. Silsby,Oliver,M.,Silsby,Oliver Silsby,male
1965,ECONOMIC SECTION, Thomas D. Boyatt,Thomas,D.,Boyatt,Thomas Boyatt,male
1965,AMBASSADOR, C. Vaughan Ferguson Jr.,Vaughan,Vaughan,Ferguson,Vaughan Ferguson,mostly_male
1965,DEPUTY CHIEF OF MISSION, Robert Eisenberg,Robert,,Eisenberg,Robert Eisenberg,male
1965,POLITICAL SECTION, James P. Sullivan,James,P.,Sullivan,James Sullivan,male
1965,ECONOMIC SECTION, Philip B. Bergfield,Philip,B.,Bergfield,Philip Bergfield,male
1965,AMBASSADOR, Sam P. Gilstrap,Sam,P.,Gilstrap,Sam Gilstrap,mostly_male
1965,ECONOMIC SECTION, Alvin T. Slemons,Alvin,T.,Slemons,Alvin Slemons,male
1965,AMBASSADOR, James D. Bell,James,D.,Bell,James Bell,male
1965,DEPUTY CHIEF OF MISSION, Donald B. McCue,Donald,B.,McCue,Donald McCue,male
1965,POLITICAL SECTION, Robert W. Moore,Robert,W.,Moore,Robert Moore,male
1965,ECONOMIC SECTION, Kenneth W. Martindale,Kenneth,W.,Martindale,Kenneth Martindale,male
1965,COMMERCIAL SECTION, Cornelis J. H. Goinga,Cornelis,J. H.,Goinga,Cornelis Goinga,male
1965,AGRICULTURAL ATTACHE, Larry F. Diehl,Larry,F.,Diehl,Larry Diehl,male
1965,CONSUL GENERAL, John A. Lacey,John,A.,Lacey,John Lacey,male
1965,DEPUTY PRINCIPAL OFFICER, William B. Kelly,William,B.,Kelly,William Kelly,male
1965,ECONOMIC SECTION," Albert K. Ludy, Jr.",Albert,K.,Ludy,Albert Ludy,male
1965,COMMERCIAL SECTION, Robert A. Brown,Robert,A.,Brown,Robert Brown,male
1965,DEPUTY CHIEF OF MISSION, Bayard L. King,Bayard,L.,King,Bayard King,unknown
1965,POLITICAL SECTION, Robert A. Remole,Robert,A.,Remole,Robert Remole,male
1965,ECONOMIC SECTION, Clair E. George,Clair,E.,George,Clair George,mostly_male
1965,POLITICAL SECTION, Robert J. Allen,Robert,J.,Allen,Robert Allen,male
1965,AMBASSADOR, Fulton Freeman,Fulton,,Freeman,Fulton Freeman,unknown
1965,DEPUTY CHIEF OF MISSION, Clarence A. Boonstra,Clarence,A.,Boonstra,Clarence Boonstra,male
1965,POLITICAL SECTION, Wallace N. Stuart,Wallace,N.,Stuart,Wallace Stuart,male
1965,COMMERCIAL SECTION, Douglass K. Ballentine,Douglass,K.,Ballentine,Douglass Ballentine,male
1965,AGRICULTURAL ATTACHE, Henry Hopp,Henry,,Hopp,Henry Hopp,male
1965,CONSULATE GENERAL, Guadalajara,Guadalajara,,,Guadalajara ,unknown
1965,CONSUL GENERAL, Thomas H. Linthicum,Thomas,H.,Linthicum,Thomas Linthicum,male
1965,DEPUTY PRINCIPAL OFFICER, Walter E. Kneeland,Walter,E.,Kneeland,Walter Kneeland,male
1965,CONSULATE GENERAL, Monterrey,Monterrey,,,Monterrey ,unknown
1965,CONSUL GENERAL, Richard A. Johnson,Richard,A.,Johnson,Richard Johnson,male
1965,COMMERCIAL SECTION, Wesley D. Boles,Wesley,D.,Boles,Wesley Boles,male
1965,CONSULATE GENERAL, Tijuana,Tijuana,,,Tijuana ,unknown
1965,CONSUL GENERAL, John F. Killea,John,F.,Killea,John Killea,male
1965,DEPUTY PRINCIPAL OFFICER, Alfred Schelp,Alfred,,Schelp,Alfred Schelp,male
1965,DEPUTY CHIEF OF MISSION, Lewis D. Brown,Lewis,D.,Brown,Lewis Brown,male
1965,POLITICAL SECTION," William R. Crawford, Jr.",William,R.,Crawford,William Crawford,male
1965,ECONOMIC SECTION, Edward A. Dow,Edward,A.,Dow,Edward Dow,male
1965,AGRICULTURAL ATTACHE, W. Gordon Loveless,Gordon,Gordon,Loveless,Gordon Loveless,male
1965,AID MISSION DIRECTOR," Garrettson Dulin, Jr.",Garrettson,,Dulin,Garrettson Dulin,unknown
1965,CONSULATE GENERAL, Casablanca,Casablanca,,,Casablanca ,unknown
1965,CONSUL GENERAL, James F. Green,James,F.,Green,James Green,male
1965,COMMERCIAL SECTION, Marcel van Essen,Marcel,,van Essen,Marcel van Essen,male
1965,CONSULATE GENERAL, Lourenco Marques,Lourenco,,Marques,Lourenco Marques,unknown
1965,DEPUTY PRINCIPAL OFFICER, J. Alfred La Freniere,Alfred,Alfred,La Freniere,Alfred La Freniere,male
1965,ECONOMIC SECTION, Ellen Gavrisheff,Ellen,,Gavrisheff,Ellen Gavrisheff,female
1965,AMBASSADOR, Henry E. Stebbins,Henry,E.,Stebbins,Henry Stebbins,male
1965,DEPUTY CHIEF OF MISSION," Harry G. Barnes, Jr.",Harry,G.,Barnes,Harry Barnes,male
1965,POLITICAL SECTION, Howard E. Stone,Howard,E.,Stone,Howard Stone,male
1965,ECONOMIC SECTION, Alexander S. C. Fuller,Alexander,S. C.,Fuller,Alexander Fuller,male
1965,AID MISSION DIRECTOR, Joseph S. Toner,Joseph,S.,Toner,Joseph Toner,male
1965,DEPUTY CHIEF OF MISSION, Fisher Howe,Fisher,,Howe,Fisher Howe,unknown
1965,POLITICAL SECTION, Daniel L. Horowitz,Daniel,L.,Horowitz,Daniel Horowitz,male
1965,ECONOMIC SECTION, Manuel Abrams,Manuel,,Abrams,Manuel Abrams,male
1965,COMMERCIAL SECTION, R. Bernard Crowl,Bernard,Bernard,Crowl,Bernard Crowl,male
1965,AGRICULTURAL ATTACHE, Louis M. Smith,Louis,M.,Smith,Louis Smith,male
1965,CONSULATE GENERAL, Amsterdam,Amsterdam,,,Amsterdam ,unknown
1965,CONSUL GENERAL, Warde M. Cameron,Warde,M.,Cameron,Warde Cameron,unknown
1965,CONSULATE GENERAL, Rotterdam,Rotterdam,,,Rotterdam ,unknown
1965,CONSUL GENERAL, Barr V. Washburn,Barr,V.,Washburn,Barr Washburn,unknown
1965,CONSULATE GENERAL, Curacao,Curacao,,,Curacao ,unknown
1965,CONSUL GENERAL, Harris H. Huston,Harris,H.,Huston,Harris Huston,male
1965,ECONOMIC SECTION, G. Ryder Forbes,Ryder,Ryder,Forbes,Ryder Forbes,male
1965,AMBASSADOR, Herbert B. Powell,Herbert,B.,Powell,Herbert Powell,male
1965,DEPUTY CHIEF OF MISSION, Ruth E. Bacor,Ruth,E.,Bacor,Ruth Bacor,female
1965,POLITICAL SECTION, Raymond A. Valliere,Raymond,A.,Valliere,Raymond Valliere,male
1965,ECONOMIC SECTION, Howard F. Newsom,Howard,F.,Newsom,Howard Newsom,male
1965,COMMERCIAL SECTION, George A. Hays,George,A.,Hays,George Hays,male
1965,AGRICULTURAL ATTACHE, Donald J. Novotny,Donald,J.,Novotny,Donald Novotny,male
1965,AMBASSADOR, Aaron S. Brown,Aaron,S.,Brown,Aaron Brown,male
1965,DEPUTY CHIEF OF MISSION, James B. Engle,James,B.,Engle,James Engle,male
1965,POLITICAL SECTION, Edward R. Cheney,Edward,R.,Cheney,Edward Cheney,male
1965,ECONOMIC SECTION, Lewis M. White,Lewis,M.,White,Lewis White,male
1965,COMMERCIAL SECTION, William E. Humphrey,William,E.,Humphrey,William Humphrey,male
1965,AID MISSION DIRECTOR, Benjamin M. Tench,Benjamin,M.,Tench,Benjamin Tench,male
1965,AMBASSADOR, Robert J. Ryan,Robert,J.,Ryan,Robert Ryan,male
1965,DEPUTY CHIEF OF MISSION, Raymond L. Perkins,Raymond,L.,Perkins,Raymond Perkins,male
1965,ECONOMIC SECTION, Cecil S. Richardson,Cecil,S.,Richardson,Cecil Richardson,male
1965,AMBASSADOR, Elbert G. Mathews,Elbert,G.,Mathews,Elbert Mathews,male
1965,DEPUTY CHIEF OF MISSION, W. Kenneth Scott,Kenneth,Kenneth,Scott,Kenneth Scott,male
1965,POLITICAL SECTION, Alfred E. Wellons,Alfred,E.,Wellons,Alfred Wellons,male
1965,ECONOMIC SECTION, Robert A. Brand,Robert,A.,Brand,Robert Brand,male
1965,COMMERCIAL SECTION, David Post,David,,Post,David Post,male
1965,AGRICULTURAL ATTACHE, Daniel E. Brady,Daniel,E.,Brady,Daniel Brady,male
1965,AID MISSION DIRECTOR, William J. Lawless,William,J.,Lawless,William Lawless,male
1965,AMBASSADOR, Margaret J. Tibbetts,Margaret,J.,Tibbetts,Margaret Tibbetts,female
1965,DEPUTY CHIEF OF MISSION, Andreas G. Ronhovde,Andreas,G.,Ronhovde,Andreas Ronhovde,male
1965,POLITICAL SECTION, Nils W. Olsson,Nils,W.,Olsson,Nils Olsson,male
1965,ECONOMIC SECTION, John E. Mellor,John,E.,Mellor,John Mellor,male
1965,COMMERCIAL SECTION, Virgil M. Elliott,Virgil,M.,Elliott,Virgil Elliott,male
1965,AMBASSADOR, Walter P. McConaughy,Walter,P.,McConaughy,Walter McConaughy,male
1965,POLITICAL SECTION, Richard L. Sneider,Richard,L.,Sneider,Richard Sneider,male
1965,ECONOMIC SECTION, Richard C. Breithut,Richard,C.,Breithut,Richard Breithut,male
1965,COMMERCIAL SECTION, William S. Krason,William,S.,Krason,William Krason,male
1965,AGRICULTURAL ATTACHE, Harry R. Varney,Harry,R.,Varney,Harry Varney,male
1965,AID MISSION DIRECTOR, Donald G. MacDonald,Donald,G.,MacDonald,Donald MacDonald,male
1965,DEPUTY CHIEF OF MISSION, William I. Cargo,William,I.,Cargo,William Cargo,male
1965,COUNSELOR, Henry W. Spielman,Henry,W.,Spielman,Henry Spielman,male
1965,ECONOMIC SECTION, Anthony C.E. Quainton,Anthony,C.E.,Quainton,Anthony Quainton,male
1965,CONSULATE GENERAL, Dacca,Dacca,,,Dacca ,unknown
1965,CONSUL GENERAL, John W. Bowling,John,W.,Bowling,John Bowling,male
1965,ECONOMIC SECTION, Paul B. Lanius,Paul,B.,Lanius,Paul Lanius,male
1965,COMMERCIAL SECTION, Raymond S. Yaukey,Raymond,S.,Yaukey,Raymond Yaukey,male
1965,CONSULATE GENERAL, Lahore,Lahore,,,Lahore ,unknown
1965,CONSUL GENERAL, Lee E. Metcalfe,Lee,E.,Metcalfe,Lee Metcalfe,mostly_male
1965,ECONOMIC SECTION, Richard C. Scissors,Richard,C.,Scissors,Richard Scissors,male
1965,DEPUTY CHIEF OF MISSION, Rufus Z. Smitn,Rufus,Z.,Smitn,Rufus Smitn,male
1965,POLITICAL SECTION, Henry L. Taylor,Henry,L.,Taylor,Henry Taylor,male
1965,ECONOMIC SECTION, John P. Rourk,John,P.,Rourk,John Rourk,male
1965,COMMERCIAL SECTION, Frank A. Mau,Frank,A.,Mau,Frank Mau,male
1965,AID MISSION DIRECTOR, James Megellas,James,,Megellas,James Megellas,male
1965,AMBASSADOR, William P. Snow,William,P.,Snow,William Snow,male
1965,DEPUTY CHIEF OF MISSION, Robert C. Brewster,Robert,C.,Brewster,Robert Brewster,male
1965,POLITICAL SECTION, Maurice J. Gremillion,Maurice,J.,Gremillion,Maurice Gremillion,male
1965,ECONOMIC SECTION, Benamin R. Moser,Benamin,R.,Moser,Benamin Moser,unknown
1965,COMMERCIAL SECTION, Thomas J. Rieert,Thomas,J.,Rieert,Thomas Rieert,male
1965,AID MISSION DIRECTOR, John P. Wiley,John,P.,Wiley,John Wiley,male
1965,AMBASSADOR, J. Wesley Jones,Wesley,Wesley,Jones,Wesley Jones,male
1965,DEPUTY CHIEF OF MISSION, Ernest V. Siracusa,Ernest,V.,Siracusa,Ernest Siracusa,male
1965,POLITICAL SECTION, James C. Haahr,James,C.,Haahr,James Haahr,male
1965,ECONOMIC SECTION, Sidney Schmukler,Sidney,,Schmukler,Sidney Schmukler,mostly_male
1965,COMMERCIAL SECTION, John L. Barrett,John,L.,Barrett,John Barrett,male
1965,AGRICULTURAL ATTACHE, Fred W. Troeqer,Fred,W.,Troeqer,Fred Troeqer,male
1965,AID MSSION DIRECTOR, Robert E. Culbertson,Robert,E.,Culbertson,Robert Culbertson,male
1965,AMBASSADOR," William McC. Blair, Jr.",William,McC.,Blair,William Blair,male
1965,DEPUTY CHIEF OF MISSION, Richard M. Service,Richard,M.,Service,Richard Service,male
1965,POLITICAL SECTION, Richard E. Usher,Richard,E.,Usher,Richard Usher,male
1965,ECONOMIC SECTION, Maurice F.W. Taylor,Maurice,F.W.,Taylor,Maurice Taylor,male
1965,COMMERCIAL SECTION, Joseph Rand,Joseph,,Rand,Joseph Rand,male
1965,AGRICULTURAL ATTACHE, Lee R. Paramore,Lee,R.,Paramore,Lee Paramore,mostly_male
1965,AID MISSION DIRECTOR, James H. Ingersoll,James,H.,Ingersoll,James Ingersoll,male
1965,AMBASSADOR, John M. Cabot,John,M.,Cabot,John Cabot,male
1965,DEPUTY CHIEF OF MISSION," Albert W. Sheret, Jr.",Albert,W.,Sheret,Albert Sheret,male
1965,POLITICAL SECTION, John D. Scanlon,John,D.,Scanlon,John Scanlon,male
1965,ECONOMIC SECTION, S. Douglas Martin,Douglas,Douglas,Martin,Douglas Martin,male
1965,AGRICULTURAL ATTACHE, Roger S. Euler,Roger,S.,Euler,Roger Euler,male
1965,AMBASSADOR," George W. Anderson, Jr.",George,W.,Anderson,George Anderson,male
1965,DEPUTY CHIEF OF MISSION, William L. Blue,William,L.,Blue,William Blue,male
1965,POLITICAL SECTION, Frank J. Devine,Frank,J.,Devine,Frank Devine,male
1965,ECONOMIC SECTION, John F. Buckle,John,F.,Buckle,John Buckle,male
1965,COMMERCIAL SECTION, Robert W. Wagner,Robert,W.,Wagner,Robert Wagner,male
1965,AGRICULTURAL ATTACHE, Larry F. Thomasson,Larry,F.,Thomasson,Larry Thomasson,male
1965,AMBASSADOR, William A. Crawford,William,A.,Crawford,William Crawford,male
1965,DEPUTY CHIEF OF MISSION, John P. Shaw,John,P.,Shaw,John Shaw,male
1965,POLITICAL SECTION, William A. Bell,William,A.,Bell,William Bell,male
1965,ECONOMIC SECTION, Jack M. Carle,Jack,M.,Carle,Jack Carle,male
1965,AMBASSADOR, Charles D. Withers,Charles,D.,Withers,Charles Withers,male
1965,DEPUTY CHIEF OF MISSION, William N. Harben,William,N.,Harben,William Harben,male
1965,AMBASSADOR, Parker T. Hart,Parker,T.,Hart,Parker Hart,mostly_male
1965,DEPUTY CHIEF OF MISSION, Nicholas G. Thacher,Nicholas,G.,Thacher,Nicholas Thacher,male
